,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Female,Misdemeanor,Two_yr_Recidivism
3466,2,1,0,1,1,0,0,1
3467,3,0,1,0,0,0,0,0
3469,1,0,1,0,0,1,0,0
3471,1,0,0,0,1,0,1,0
3472,15,0,1,0,1,0,0,1
3474,0,1,0,0,1,0,1,1
3475,1,1,0,0,1,0,0,0
3476,1,1,0,1,1,0,0,1
3477,0,0,1,0,1,0,1,0
3479,0,0,0,1,1,0,0,1
3480,2,0,0,0,0,0,1,0
3484,0,0,0,0,0,1,1,1
3485,0,0,1,0,0,0,1,0
3486,5,1,0,0,0,0,1,1
3488,1,1,1,0,1,0,0,0
3491,3,0,1,0,1,0,0,0
3492,0,0,1,0,1,0,0,0
3493,2,0,0,0,0,0,1,0
3494,0,0,1,0,0,1,1,0
3496,17,1,0,0,1,0,1,1
3497,3,0,0,0,0,0,0,0
3498,2,0,0,0,0,0,0,1
3499,1,1,0,1,1,0,0,1
3500,5,0,0,0,1,0,0,0
3501,9,1,0,0,1,0,1,1
3502,1,0,1,0,0,0,1,0
3503,1,1,0,0,0,0,0,1
3504,0,1,0,0,1,1,0,0
3505,0,0,1,0,0,1,1,1
3506,0,0,0,0,1,1,0,0
3507,1,0,0,0,0,0,0,0
3509,0,0,0,0,1,1,0,0
3510,0,1,0,0,1,0,1,0
3511,5,0,0,0,0,0,0,0
3513,0,1,0,1,1,0,0,0
3514,0,0,0,0,0,1,0,1
3515,7,1,0,1,1,0,0,1
3516,0,0,0,0,0,0,1,0
3517,5,1,0,0,0,1,0,1
3518,3,0,1,0,1,0,1,0
3519,0,0,0,0,1,1,1,0
3520,1,1,0,0,1,0,1,1
3521,6,1,0,0,0,1,0,0
3522,0,1,0,1,1,1,1,0
3523,1,1,0,0,1,0,1,0
3524,1,0,0,0,1,0,0,1
3525,0,0,0,1,1,0,1,0
3527,9,1,0,0,1,0,0,1
3528,9,1,0,0,1,0,0,1
3529,0,1,0,1,0,0,0,1
3530,9,0,0,0,1,0,0,1
3531,9,1,0,0,0,0,0,1
3532,2,1,0,1,1,0,1,1
3533,21,1,0,0,1,0,0,1
3534,3,1,0,0,0,0,0,1
3535,2,0,1,0,0,0,1,1
3537,3,1,0,1,0,0,1,1
3538,5,0,1,0,1,1,0,0
3539,2,1,0,0,0,1,1,0
3540,0,0,1,0,1,0,0,1
3541,0,0,0,0,1,0,1,0
3542,5,1,0,0,1,0,0,1
3543,14,1,1,0,1,0,0,0
3544,2,1,0,0,1,0,1,1
3545,11,1,1,0,1,0,1,1
3547,0,0,0,1,1,0,0,0
3548,2,1,0,1,1,0,0,1
3549,0,0,0,0,1,1,0,0
3550,0,0,1,0,1,0,1,0
3551,8,0,1,0,0,1,0,1
3553,3,1,1,0,1,0,0,1
3554,0,0,0,0,0,0,0,0
3555,1,1,0,1,1,0,0,0
3557,8,1,1,0,1,0,0,1
3558,6,1,0,0,1,0,1,1
3559,10,1,0,0,1,0,0,1
3560,12,1,0,0,1,0,0,1
3561,4,1,0,0,1,0,0,1
3562,7,1,0,0,1,0,1,1
3563,1,1,0,0,1,0,1,1
3564,2,0,1,0,1,0,0,0
3565,2,1,0,0,0,0,0,1
3566,1,1,0,1,0,0,0,0
3567,3,1,0,0,1,0,0,0
3568,13,1,0,0,1,0,0,1
3569,2,0,0,0,1,0,0,0
3570,0,0,1,0,0,0,1,1
3571,6,1,0,1,1,0,0,1
3574,6,1,0,0,0,1,0,1
3575,2,1,0,1,1,0,1,1
3576,12,0,1,0,1,0,0,1
3577,1,1,0,1,1,0,1,1
3578,1,0,1,0,1,0,0,0
3579,6,0,1,0,0,0,0,0
3580,0,0,0,0,0,1,1,0
3581,5,0,0,0,0,0,0,0
3582,0,0,0,0,1,0,0,1
3583,1,0,1,0,0,0,0,0
3584,2,0,0,0,1,1,1,0
3585,0,0,0,0,1,0,0,1
3587,9,0,1,0,1,0,0,0
3588,9,1,0,1,1,0,1,1
3589,2,1,0,1,1,1,0,0
3591,2,0,0,0,1,1,0,0
3593,22,1,0,0,0,1,1,1
3594,0,0,1,0,1,0,1,0
3596,3,1,0,0,0,1,0,0
3597,1,1,0,0,0,1,0,1
3599,5,1,0,0,1,0,0,1
3600,4,1,0,0,1,0,0,0
3601,1,1,0,1,1,0,1,1
3602,5,1,0,0,0,0,0,0
3603,0,0,0,0,0,0,1,1
3604,0,0,0,1,1,0,0,0
3605,4,1,0,0,0,0,1,1
3606,11,1,1,0,1,0,1,1
3607,1,1,0,0,1,0,0,0
3608,12,0,0,0,1,0,0,1
3609,13,1,0,0,1,0,0,1
3611,15,1,1,0,1,0,1,1
3612,3,1,0,1,1,0,0,1
3613,15,1,0,0,1,0,0,0
3614,0,0,1,0,0,0,1,0
3615,12,1,0,0,1,0,0,0
3616,1,0,1,0,1,1,0,0
3618,0,1,0,1,1,1,0,1
3619,28,1,1,0,0,0,0,1
3620,7,1,0,0,1,0,0,1
3621,4,1,1,0,0,0,0,1
3623,16,1,0,0,1,0,0,1
3624,0,0,0,1,1,1,1,0
3625,5,0,0,0,1,0,0,1
3626,13,0,1,0,0,0,0,0
3627,0,0,1,0,0,1,0,0
3628,0,0,1,0,1,0,0,0
3629,0,0,0,0,1,1,1,0
3630,0,0,1,0,0,1,1,0
3631,1,0,0,0,1,0,0,1
3632,0,1,0,1,1,0,0,1
3633,0,0,0,0,0,1,1,1
3634,1,0,0,0,0,0,1,0
3636,0,0,0,1,0,0,0,0
3637,7,1,0,0,1,0,1,1
3638,0,0,0,1,0,1,0,0
3639,0,0,1,0,1,1,0,0
3640,8,1,0,0,1,0,1,1
3642,5,0,0,0,0,0,0,0
3643,5,0,0,0,1,1,0,0
3644,1,1,0,0,1,0,1,1
3645,1,0,0,0,0,0,0,0
3646,2,0,0,0,0,0,0,0
3647,1,1,0,0,1,1,0,0
3648,11,1,0,0,0,1,0,1
3649,3,0,0,1,1,0,0,1
3650,0,0,0,0,0,0,0,0
3651,1,0,1,0,0,0,0,1
3653,0,0,0,1,1,1,1,0
3654,6,1,0,0,1,0,0,1
3656,1,1,0,1,1,0,1,1
3658,5,1,0,0,1,1,0,0
3659,1,0,0,1,0,0,0,1
3660,3,0,1,0,0,0,1,0
3661,4,0,0,0,0,0,0,1
3665,1,1,0,1,1,0,0,1
3666,0,0,1,0,1,0,1,1
3667,12,1,1,0,1,0,0,1
3668,1,0,0,0,0,0,1,0
3669,8,0,1,0,0,1,1,1
3670,0,0,0,0,1,1,0,0
3671,1,0,1,0,0,0,0,1
3672,6,0,1,0,1,1,0,0
3673,4,1,0,0,0,0,1,1
3674,0,0,0,0,0,0,0,0
3675,9,1,0,0,1,0,0,1
3676,2,0,1,0,0,0,0,0
3677,12,1,1,0,1,0,0,1
3678,1,0,0,0,0,0,0,0
3680,2,0,0,0,1,1,0,1
3681,1,0,0,0,0,0,0,0
3682,0,0,1,0,0,0,1,0
3683,0,1,0,0,1,0,0,0
3684,1,0,0,0,0,0,0,0
3685,3,1,0,0,1,0,0,1
3686,6,1,1,0,0,1,0,1
3687,1,1,0,1,1,0,0,1
3688,0,0,0,1,1,0,0,0
3689,1,1,0,0,1,1,0,1
3690,0,0,1,0,1,1,0,0
3691,0,0,1,0,0,1,1,0
3692,0,0,1,0,1,0,1,0
3693,0,1,0,1,1,0,1,0
3694,0,0,0,0,1,0,0,0
3695,0,0,1,0,1,0,0,1
3696,10,1,0,0,1,0,0,1
3698,1,0,1,0,1,0,0,0
3699,2,0,0,0,1,0,0,1
3700,0,1,0,1,1,1,0,0
3701,0,1,0,0,1,0,0,0
3702,5,1,0,0,0,0,0,1
3703,0,0,1,0,1,0,0,0
3704,2,0,0,0,1,0,0,0
3705,1,0,0,1,0,0,1,0
3707,1,0,0,0,0,0,1,1
3710,0,0,0,0,1,0,0,0
3711,1,1,0,0,0,1,1,1
3712,0,1,0,0,1,0,0,1
3713,21,1,0,0,1,0,1,1
3714,0,0,0,1,0,0,1,0
3715,0,0,0,0,0,1,1,0
3716,1,0,0,1,1,0,0,1
3717,3,0,1,0,1,0,0,0
3718,2,1,0,1,1,0,0,1
3719,2,0,0,0,0,0,0,0
3720,3,0,0,0,1,1,0,0
3721,0,1,0,0,1,0,1,1
3722,3,1,0,0,0,0,1,1
3723,0,1,0,1,1,0,1,1
3724,3,0,0,0,1,1,1,0
3725,4,1,0,0,0,1,0,0
3726,1,1,0,1,1,0,0,1
3727,1,0,0,0,1,1,0,0
3728,15,1,0,0,1,1,0,1
3729,0,0,0,0,1,0,0,1
3730,0,1,0,1,1,0,0,0
3731,2,0,0,0,0,0,0,1
3732,0,0,0,1,0,0,0,0
3733,0,0,0,0,1,0,0,0
3734,1,0,0,0,1,0,0,0
3735,3,1,0,1,1,1,0,0
3736,1,0,0,1,1,1,0,0
3737,0,0,0,0,1,0,1,1
3738,2,1,0,0,0,0,1,1
3739,0,1,0,1,0,1,0,1
3740,1,1,0,1,1,0,0,1
3742,3,1,0,0,1,0,1,1
3743,3,1,0,1,1,1,1,1
3744,0,1,0,0,1,0,1,0
3745,1,0,0,0,0,0,0,1
3746,10,1,0,0,0,0,0,1
3747,0,0,0,0,0,0,0,0
3748,1,0,1,0,0,0,1,0
3749,7,1,0,0,1,0,0,1
3750,0,0,0,0,0,0,0,0
3751,0,0,0,0,0,0,1,0
3752,5,0,0,0,1,0,0,0
3753,0,1,0,1,1,0,0,0
3754,0,1,0,0,0,0,1,0
3755,12,1,0,0,1,0,0,1
3756,4,1,0,0,0,1,1,0
3757,0,0,0,0,1,1,1,0
3758,4,0,0,0,1,0,0,0
3759,1,1,0,0,0,0,0,0
3760,0,1,0,0,0,1,1,0
3761,18,1,0,0,1,0,0,1
3762,2,0,0,0,1,0,0,0
3764,0,1,0,0,1,1,1,0
3765,1,1,0,0,0,1,0,0
3766,2,1,0,0,1,0,0,1
3767,0,0,0,0,1,1,1,0
3768,3,1,0,0,0,0,1,0
3770,0,1,0,0,1,1,1,0
3771,0,0,0,0,0,1,1,0
3772,1,1,0,1,0,0,0,1
3773,0,0,0,1,1,0,0,0
3775,2,0,0,1,1,0,1,1
3776,0,1,1,0,1,0,0,1
3777,1,1,0,0,1,1,0,1
3778,1,0,0,1,1,0,1,0
3779,3,1,0,0,1,0,1,1
3780,5,1,0,1,1,0,0,1
3782,0,1,0,1,0,1,1,0
3783,2,0,0,0,0,0,0,1
3785,0,0,0,1,1,1,1,1
3786,0,0,0,0,0,0,0,1
3787,0,0,0,0,0,1,1,1
3788,12,1,0,0,1,0,0,1
3789,2,1,0,0,1,0,0,0
3790,0,0,0,0,0,1,1,0
3791,8,1,0,0,1,0,0,1
3792,0,0,0,0,0,1,0,0
3793,4,1,1,0,1,0,0,0
3794,0,0,0,0,0,1,1,0
3796,9,1,0,0,1,0,0,1
3797,0,0,1,0,0,0,0,0
3798,1,1,0,1,1,0,1,0
3799,1,0,0,0,1,1,0,0
3800,1,0,1,0,0,0,1,0
3802,21,1,1,0,1,1,1,1
3805,12,0,1,0,1,0,0,0
3806,3,0,1,0,1,0,0,0
3807,2,0,0,0,0,1,1,0
3808,13,0,0,0,0,0,0,1
3809,0,0,0,1,1,0,0,1
3810,3,1,0,1,0,0,0,0
3811,0,0,0,1,1,0,0,0
3812,1,1,0,0,0,0,0,0
3813,1,0,0,0,0,1,1,0
3814,5,0,1,0,1,0,0,1
3815,2,0,0,0,0,0,0,1
3816,0,0,0,1,1,0,0,1
3818,0,1,0,0,1,0,0,0
3819,1,1,0,1,1,0,0,1
3820,3,1,0,1,1,0,0,1
3821,1,0,0,1,0,0,0,0
3823,2,1,0,1,1,0,0,0
3824,0,0,0,0,1,1,1,0
3825,0,0,1,0,0,1,1,1
3827,1,0,0,0,1,0,0,0
3829,22,1,1,0,1,0,0,1
3830,0,0,0,0,1,0,0,1
3831,2,0,0,0,0,0,0,0
3832,3,1,0,1,0,1,0,1
3834,0,0,0,1,0,0,0,1
3835,2,1,0,0,0,1,0,1
3836,8,0,0,0,1,0,0,1
3837,0,1,0,1,1,0,1,1
3838,4,1,0,0,1,1,0,0
3839,0,1,0,0,0,0,0,1
3840,7,1,0,0,0,0,0,1
3842,1,0,0,0,0,0,0,1
3843,0,0,0,0,1,1,1,0
3844,3,0,1,0,0,0,1,0
3845,0,0,0,1,0,0,0,1
3846,5,0,0,0,1,0,0,0
3847,0,0,0,0,1,0,0,0
3848,6,1,0,0,1,0,1,1
3849,1,1,0,1,1,1,1,0
3850,11,1,0,0,0,0,0,0
3851,0,1,0,1,0,0,0,0
3852,2,0,0,0,1,1,0,0
3853,1,1,1,0,0,0,0,1
3855,17,1,0,0,1,0,0,1
3856,1,0,1,0,0,1,1,0
3857,0,1,0,0,0,0,0,0
3859,17,1,1,0,1,0,0,1
3860,0,1,0,0,1,1,1,0
3861,3,0,0,0,0,0,1,1
3862,1,0,0,1,1,0,0,1
3863,0,1,0,0,1,0,0,0
3864,2,1,0,0,1,0,1,0
3866,0,0,0,0,0,0,1,0
3867,1,0,0,0,1,0,0,1
3868,0,1,0,1,1,1,0,0
3869,1,0,0,1,1,1,0,0
3871,21,1,0,0,1,0,0,1
3872,18,1,0,0,1,0,0,1
3874,9,1,0,0,1,0,0,1
3875,1,1,0,1,1,0,0,0
3876,0,0,0,0,1,1,0,1
3877,10,1,0,0,1,0,1,0
3878,1,0,0,0,1,0,0,0
3879,0,0,0,0,1,0,0,0
3880,2,1,0,1,1,0,0,1
3881,1,0,0,0,0,0,0,1
3882,1,1,0,0,1,0,1,1
3883,0,0,0,0,0,0,0,0
3884,0,0,0,0,1,0,1,0
3885,3,1,0,1,0,0,0,1
3886,0,0,0,0,1,1,0,0
3887,1,1,0,1,1,0,0,1
3888,0,0,0,0,0,1,0,0
3889,2,0,1,0,0,0,0,0
3890,1,0,1,0,1,1,0,1
3891,4,0,0,1,1,1,0,1
3892,0,0,0,0,0,1,1,0
3893,2,1,0,1,1,0,0,1
3894,4,1,0,0,1,1,0,1
3895,0,1,0,0,1,0,0,0
3896,1,0,0,0,0,0,1,1
3897,3,1,1,0,0,0,0,0
3898,0,1,0,1,1,0,0,0
3899,2,1,0,1,1,0,0,1
3900,3,1,0,0,1,0,0,1
3902,0,0,0,0,1,1,0,0
3903,0,1,0,0,1,0,1,1
3904,2,0,1,0,0,1,0,0
3906,0,0,0,1,0,0,1,0
3907,10,1,0,0,1,0,0,1
3908,5,1,0,0,1,0,0,1
3909,4,1,0,1,1,0,0,1
3910,0,0,0,0,0,0,1,0
3912,1,0,0,0,0,0,1,0
3913,13,1,0,0,1,1,0,1
3914,0,0,0,0,0,0,0,1
3916,4,0,1,0,1,0,1,0
3918,2,0,0,0,1,0,0,1
3919,0,1,0,1,1,1,1,1
3920,2,0,0,0,1,0,1,1
3921,0,0,0,1,1,0,0,0
3922,20,0,1,0,1,0,1,1
3923,2,1,0,1,0,0,0,0
3924,2,1,0,0,0,1,0,1
3925,6,0,0,0,1,1,0,0
3926,12,1,1,0,1,0,1,1
3927,4,0,1,0,1,0,0,1
3928,8,1,1,0,1,0,1,0
3929,0,0,0,0,1,0,0,0
3930,0,0,0,1,0,0,0,0
3931,0,0,0,0,0,0,0,1
3932,0,0,0,0,1,0,1,1
3933,2,1,0,0,0,0,0,0
3934,2,1,0,0,0,0,0,0
3935,0,0,0,0,1,1,1,1
3936,7,0,0,0,1,0,0,0
3937,0,0,1,0,1,0,1,1
3938,5,0,0,0,0,0,0,1
3939,16,1,0,0,1,0,1,1
3941,1,0,1,0,0,1,1,0
3942,2,1,0,1,1,0,0,0
3943,2,0,0,0,0,0,0,1
3945,6,1,0,0,1,0,0,1
3946,3,0,0,0,0,1,0,1
3947,0,1,0,1,0,0,0,0
3948,0,1,0,1,1,0,0,1
3949,0,0,0,0,1,0,0,0
3950,1,1,0,0,1,0,0,0
3952,0,0,0,0,1,0,1,1
3953,1,0,1,0,1,0,0,0
3954,0,0,0,0,1,0,0,0
3955,0,0,1,0,0,0,1,0
3956,9,1,0,0,1,1,0,0
3957,0,1,0,1,0,0,1,1
3958,6,0,0,0,1,0,1,1
3959,2,1,0,1,0,0,0,1
3960,4,1,0,1,0,1,1,1
3961,0,0,0,0,0,1,1,1
3962,8,1,0,0,1,0,0,1
3963,3,1,0,0,0,0,0,0
3964,0,0,1,0,0,1,1,0
3966,0,1,0,1,0,1,0,0
3968,2,0,0,0,0,0,0,0
3970,3,1,0,1,1,0,0,1
3971,2,0,0,0,1,0,0,0
3972,11,1,0,0,1,0,1,1
3973,0,1,0,1,0,1,0,0
3974,4,1,1,0,0,0,1,1
3975,15,1,0,0,1,0,0,1
3976,10,1,0,0,1,0,0,1
3977,0,1,1,0,0,0,0,0
3978,3,0,1,0,0,0,1,1
3979,10,1,1,0,1,0,1,1
3980,0,0,0,1,1,0,0,1
3981,9,1,0,0,1,0,0,0
3982,0,0,1,0,0,0,0,0
3983,3,1,0,1,1,0,1,0
3984,2,0,1,0,0,0,0,1
3986,0,0,0,0,1,0,1,1
3987,5,1,0,0,1,1,0,0
3988,0,0,1,0,0,1,1,0
3990,4,0,0,0,0,0,0,1
3991,7,0,0,0,1,0,0,1
3992,3,1,0,0,1,0,0,1
3993,0,0,0,0,1,1,0,0
3994,1,0,0,0,0,0,0,0
3996,1,0,1,0,1,0,0,0
3997,3,1,0,0,1,0,1,0
3998,1,0,0,0,1,0,0,1
4000,1,0,0,1,0,0,0,0
4001,0,1,0,1,1,1,1,1
4002,0,0,0,1,1,0,1,0
4003,1,0,1,0,0,0,1,0
4004,4,0,1,0,1,0,0,0
4006,2,1,0,0,0,0,0,1
4008,5,1,0,1,1,0,0,1
4009,3,1,1,0,1,0,0,1
4010,6,0,0,0,1,0,1,1
4011,1,0,1,0,0,0,0,0
4012,1,1,0,0,1,1,0,0
4013,2,1,0,0,1,1,1,0
4014,0,1,0,1,0,0,0,0
4015,2,0,0,0,0,0,0,0
4016,1,0,0,0,0,0,0,0
4018,7,1,0,0,1,0,0,1
4020,2,1,0,0,1,0,0,1
4022,1,0,0,0,0,1,0,0
4023,16,1,0,0,1,0,1,1
4024,0,0,0,1,0,0,1,1
4027,6,0,1,0,1,0,0,0
4028,0,1,0,0,0,0,0,0
4029,1,1,0,1,1,0,0,1
4030,1,1,0,0,1,0,0,0
4031,1,1,0,1,1,0,0,0
4032,0,0,1,0,1,0,0,0
4033,3,0,0,0,0,0,1,0
4034,0,1,0,0,0,0,0,1
4036,1,1,0,0,1,0,0,0
4037,7,1,0,0,1,0,1,1
4038,7,0,0,0,1,1,1,1
4039,7,1,0,0,1,0,0,1
4040,3,0,0,0,1,0,0,0
4041,5,1,0,0,0,1,0,1
4042,3,0,1,0,1,0,0,0
4043,1,0,0,1,1,0,0,1
4044,7,1,0,0,1,0,0,1
4045,6,0,0,0,0,0,0,1
4046,3,0,1,0,0,0,0,0
4047,4,0,0,0,0,0,0,1
4048,3,1,0,0,1,0,1,0
4050,3,0,0,0,0,0,1,0
4051,0,0,1,0,0,1,1,0
4053,4,0,0,0,1,0,1,0
4054,0,0,0,1,1,1,1,0
4055,2,0,0,0,1,0,1,1
4056,5,1,0,0,1,0,1,1
4057,2,0,0,1,0,0,0,0
4058,2,1,0,1,1,1,0,1
4059,1,1,0,0,1,1,0,0
4060,3,1,0,0,1,1,0,1
4061,0,0,0,1,0,0,0,1
4062,4,1,0,0,1,0,1,1
4063,1,0,0,1,0,0,0,1
4064,8,1,0,0,1,0,0,1
4065,5,1,0,0,0,0,1,0
4067,13,1,1,0,1,0,1,0
4068,0,0,0,1,0,0,0,0
4069,0,0,1,0,0,1,1,0
4070,0,0,1,0,0,1,1,0
4071,16,1,1,0,1,0,0,0
4072,0,0,0,0,0,1,1,0
4073,4,0,1,0,0,0,1,0
4074,1,0,0,0,1,0,1,1
4075,19,1,0,0,1,0,1,1
4076,0,0,0,0,0,0,1,0
4077,3,1,0,0,1,1,1,0
4078,2,1,0,0,0,0,0,0
4079,3,1,0,1,1,0,0,1
4080,2,1,0,0,0,0,0,0
4081,3,1,0,0,1,0,0,1
4082,20,1,0,0,1,0,0,1
4083,13,1,0,0,1,1,0,0
4084,19,1,0,0,1,0,1,0
4087,1,0,0,0,1,1,0,0
4088,9,1,0,0,1,0,0,1
4089,2,1,0,0,1,0,0,1
4090,24,1,0,0,1,0,0,1
4091,0,0,0,0,0,0,0,0
4093,3,0,1,0,0,0,0,1
4094,5,0,0,0,0,0,0,0
4096,6,1,0,0,0,0,0,1
4097,2,1,0,1,1,0,1,1
4098,2,1,0,0,1,0,0,0
4099,2,0,0,0,0,0,1,1
4100,3,1,0,1,0,0,0,1
4101,0,1,0,0,1,0,0,0
4103,19,1,0,0,1,0,0,1
4104,0,0,0,0,0,0,0,0
4105,3,1,0,1,1,0,0,0
4106,0,0,0,0,1,0,1,0
4107,3,0,0,0,1,1,0,1
4108,0,1,0,0,0,1,0,1
4110,24,1,0,0,1,0,0,1
4111,2,1,0,1,1,0,0,1
4113,4,1,0,1,1,0,0,1
4114,1,1,0,0,1,0,1,1
4115,0,0,0,0,0,1,0,1
4116,0,1,0,0,1,0,1,1
4117,0,0,0,0,0,0,0,1
4118,0,0,0,0,0,0,0,0
4119,2,1,0,0,1,0,0,1
4120,1,0,0,1,1,0,0,1
4121,0,1,0,0,1,1,0,0
4122,0,0,0,0,1,0,1,0
4124,4,0,1,0,0,1,1,0
4125,2,0,0,0,0,1,1,0
4128,1,0,0,1,0,0,0,0
4129,11,1,0,1,1,1,1,1
4130,3,0,0,0,0,0,0,0
4131,4,1,0,0,1,0,0,1
4132,8,1,1,0,1,0,1,0
4133,15,1,0,0,1,0,0,1
4134,2,0,0,1,1,0,1,1
4135,3,1,0,0,1,0,1,1
4136,0,1,0,0,1,1,0,0
4137,5,1,0,0,1,0,0,1
4138,2,0,0,1,0,0,0,1
4139,1,0,1,0,0,0,0,1
4140,2,1,0,1,1,0,0,1
4141,12,1,0,0,0,0,0,0
4143,0,1,0,1,1,0,0,1
4144,2,0,1,0,1,0,0,0
4145,0,1,0,1,1,0,1,1
4146,17,1,0,0,1,0,0,1
4149,2,0,0,0,1,1,1,0
4150,4,1,0,0,0,0,1,1
4151,9,1,0,1,0,1,1,1
4152,1,1,0,1,1,0,0,1
4153,1,0,1,0,0,0,0,0
4154,5,1,0,0,1,0,1,0
4155,0,0,0,0,0,0,0,1
4156,3,1,0,1,1,0,0,1
4158,0,1,1,0,0,1,0,0
4159,1,1,0,1,1,0,0,0
4160,0,0,0,0,0,0,0,1
4161,0,0,0,0,0,0,1,0
4162,1,0,0,1,1,0,0,0
4163,0,1,1,0,1,0,0,1
4164,0,0,0,0,1,0,0,0
4165,0,0,0,1,1,0,0,0
4166,5,1,0,0,1,0,0,0
4167,8,1,0,0,1,0,1,0
4168,0,1,0,1,0,0,1,1
4169,2,1,0,0,0,0,0,0
4170,0,0,0,0,1,1,0,0
4171,20,1,0,0,0,1,0,1
4172,1,0,0,0,1,0,0,1
4173,5,1,0,0,1,0,0,0
4176,1,0,0,0,1,1,1,0
4177,1,1,0,1,1,0,0,0
4179,0,0,1,0,0,0,0,0
4180,0,1,0,1,1,1,1,0
4181,0,0,0,0,1,1,0,0
4182,13,1,0,0,1,0,0,1
4183,13,1,0,0,1,0,1,1
4184,1,0,0,0,1,0,1,1
4185,0,1,0,1,1,0,0,0
4186,5,1,0,0,1,0,0,1
4187,10,1,0,0,1,0,0,1
4189,3,0,1,0,0,0,1,1
4190,2,1,0,1,1,0,0,1
4191,0,0,0,1,0,0,0,0
4192,0,0,0,0,0,0,1,0
4194,2,1,0,0,0,0,0,1
4195,4,1,0,0,1,0,0,1
4196,0,0,1,0,0,0,1,0
4197,6,0,1,0,1,0,1,0
4198,1,1,0,1,1,0,0,0
4199,4,1,0,0,1,0,0,1
4200,0,1,0,1,0,0,0,0
4201,0,1,0,1,0,0,0,1
4202,3,0,0,0,1,0,1,1
4203,8,1,0,0,1,1,0,1
4204,1,1,0,0,0,0,0,0
4205,0,1,0,1,1,0,0,1
4206,1,1,0,0,1,1,1,0
4207,0,1,0,1,1,1,0,1
4208,4,1,1,0,0,0,1,0
4209,0,1,0,1,0,0,0,0
4210,0,1,0,1,1,0,0,1
4211,1,0,0,0,0,0,1,0
4212,1,0,0,0,1,1,0,0
4213,11,0,0,0,0,0,0,1
4214,1,0,0,0,1,0,0,0
4216,0,0,0,0,1,0,0,0
4217,0,1,0,1,1,0,0,1
4218,1,1,0,1,1,0,0,1
4219,3,1,0,0,0,0,0,0
4220,1,1,0,1,1,0,0,1
4221,0,1,0,0,1,0,1,1
4222,0,0,0,0,1,1,1,0
4223,1,1,0,0,1,0,0,0
4224,7,0,0,0,1,0,0,1
4225,1,0,0,0,1,0,0,1
4227,0,0,0,1,0,0,1,1
4228,9,1,0,0,1,1,1,0
4229,3,0,0,0,1,0,0,1
4230,1,0,0,0,0,0,0,1
4231,1,0,0,0,0,0,0,0
4233,6,1,0,0,1,0,0,1
4234,5,0,1,0,0,0,1,0
4235,11,1,1,0,1,1,0,1
4237,3,1,0,1,0,0,0,0
4238,2,1,0,1,0,0,1,0
4239,0,0,1,0,0,1,0,0
4240,0,0,0,0,1,0,0,0
4241,0,0,0,1,1,0,1,1
4243,0,0,1,0,0,1,1,0
4244,0,1,0,1,0,0,1,0
4245,8,0,0,0,0,0,0,0
4246,3,1,0,0,0,0,0,1
4247,10,1,0,0,0,0,0,0
4248,1,1,0,0,1,0,0,0
4249,1,0,0,0,0,1,1,0
4250,0,0,0,0,1,0,0,0
4251,0,0,0,0,1,0,0,0
4252,9,1,1,0,0,0,1,1
4253,16,1,0,0,1,0,0,1
4254,1,1,0,0,1,0,0,1
4256,2,0,0,0,1,1,1,0
4257,0,0,0,0,1,0,1,1
4260,6,1,0,0,1,0,1,1
4261,2,0,0,0,1,0,0,1
4262,4,1,0,1,1,0,0,1
4265,6,0,0,0,1,0,0,0
4267,11,1,0,0,1,0,0,1
4269,0,0,1,0,0,0,1,0
4270,1,0,1,0,1,0,1,1
4271,11,1,0,0,0,0,1,1
4272,1,0,0,1,1,1,0,0
4273,26,1,1,0,0,0,0,1
4274,2,0,1,0,0,0,1,1
4276,0,0,0,0,1,0,0,0
4278,1,0,1,0,1,0,0,0
4279,3,1,0,1,1,0,0,1
4281,0,1,0,1,0,0,0,1
4282,0,0,0,0,1,0,0,0
4283,0,0,1,0,0,0,1,0
4284,0,0,0,0,1,1,1,0
4287,0,0,0,0,1,0,0,0
4288,1,1,0,0,0,0,0,1
4289,4,1,0,1,1,0,0,0
4290,0,0,1,0,1,0,0,1
4291,2,0,1,0,1,0,0,0
4292,0,0,0,1,1,0,1,0
4293,3,0,1,0,1,0,0,1
4294,1,0,0,0,0,0,0,1
4296,8,1,0,0,1,0,0,1
4297,7,1,0,1,1,0,0,1
4298,1,0,0,0,1,0,0,0
4300,1,0,0,0,0,0,0,0
4301,0,0,0,1,1,0,0,0
4302,28,1,1,0,0,1,0,1
4303,0,0,1,0,0,1,0,0
4304,1,0,0,0,0,0,1,0
4306,0,0,0,0,1,0,1,0
4307,4,1,0,0,1,0,0,1
4309,1,0,1,0,1,0,0,0
4310,0,1,0,1,1,0,1,1
4311,0,1,0,1,0,0,0,1
4312,0,0,0,0,0,1,1,0
4313,7,1,0,0,1,0,0,1
4314,2,0,1,0,0,0,1,1
4316,2,1,0,1,1,1,0,1
4319,0,1,0,0,1,0,0,0
4320,8,1,0,0,1,0,0,1
4321,14,0,1,0,0,0,0,1
4322,2,0,1,0,0,0,1,0
4323,2,1,0,1,1,0,0,1
4324,0,0,1,0,1,0,1,0
4325,0,0,0,0,1,0,1,0
4326,11,1,0,0,1,0,0,1
4327,0,0,0,1,1,0,0,1
4328,6,1,0,0,1,0,0,1
4329,2,1,0,0,1,0,0,1
